,Battery Voltage [V],Velocity [km/h],Battery Temperature [°C],Cabin Temperature Sensor [°C],Heat Exchanger Temperature [°C],Throttle [%],SoC [%]
15561,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15562,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15563,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15564,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15565,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15566,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15567,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15568,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15569,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15570,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15571,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15572,376.31,0.0,26.0,25.67,5.0,0.0,59.9
15573,376.36,0.0,26.0,25.67,5.0,0.0,59.9
15574,376.39,0.0,26.0,25.67,5.0,0.0,59.9
15575,376.34,0.0,26.0,25.67,5.0,0.0,59.9
15576,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15577,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15578,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15579,376.3,0.0,26.0,25.67,5.0,0.0,59.9
15580,376.31,0.0,26.0,25.67,5.0,0.0,59.9
15581,376.36,0.0,26.0,25.67,5.0,0.0,59.9
15582,376.39,0.0,26.0,25.67,5.0,0.0,59.9
15583,376.34,0.0,26.0,25.67,5.0,0.0,59.9
15584,376.31,0.0,26.0,25.67,5.0,0.0,59.9
15585,376.36,0.0,26.0,25.67,5.0,0.0,59.9
15586,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15587,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15588,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15589,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15590,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15591,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15592,376.39,0.0,26.0,25.67,5.0,0.0,59.9
15593,376.34,0.0,26.0,25.67,5.0,0.0,59.9
15594,376.31,0.0,26.0,25.67,5.0,0.0,59.9
15595,376.36,0.0,26.0,25.67,5.0,0.0,59.9
15596,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15597,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15598,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15599,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15600,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15601,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15602,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15603,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15604,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15605,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15606,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15607,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15608,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15609,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15610,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15611,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15612,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15613,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15614,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15615,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15616,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15617,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15618,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15619,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15620,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15621,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15622,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15623,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15624,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15625,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15626,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15627,376.4,0.0,26.0,25.67,5.0,0.0,59.9
15628,376.39,0.0,26.0,25.67,5.0,0.0,59.9
15629,376.34,0.0,26.0,25.67,5.0,3.97,59.9
15630,376.3,0.02,26.0,25.67,5.0,8.12,59.9
15631,376.3,0.11,26.0,25.67,5.0,17.93,59.9
15632,376.29,0.11,26.0,25.67,5.0,20.69,59.9
15633,376.24,0.11,26.0,25.67,5.0,24.39,59.9
15634,376.18,0.09,26.0,25.67,5.0,29.06,59.9
15635,376.03,0.08,26.0,25.67,5.0,31.7,59.9
15636,375.89,0.13,26.0,25.67,5.0,31.85,59.9
15637,375.79,0.76,26.0,25.67,5.0,31.85,59.9
15638,375.69,1.56,26.0,25.67,5.0,32.03,59.9
15639,375.59,2.13,26.0,25.67,5.0,31.85,59.9
15640,375.49,2.81,26.0,25.68,5.0,32.02,59.9
15641,375.39,3.5,26.0,25.69,5.0,33.07,59.9
15642,375.29,4.18,26.0,25.71,5.0,35.56,59.9
15643,375.19,4.84,26.0,25.73,5.0,36.05,59.9
15644,375.08,5.49,26.0,25.74,5.0,36.05,59.9
15645,374.93,6.2,26.0,25.76,5.0,36.05,59.9
15646,374.79,6.89,26.0,25.78,5.0,36.5,59.9
15647,374.74,7.59,26.0,25.79,5.0,36.64,59.9
15648,374.7,8.24,26.0,25.81,5.0,37.29,59.9
15649,374.7,8.9,26.0,25.83,5.0,38.22,59.9
15650,374.7,9.48,26.0,25.84,5.0,39.29,59.9
15651,374.7,9.96,26.0,25.84,5.0,40.66,59.9
15652,374.69,10.43,26.0,25.84,5.0,42.37,59.9
15653,374.59,10.9,26.0,25.84,5.0,43.93,59.9
15654,374.47,11.4,26.0,25.84,5.0,44.85,59.9
15655,374.22,11.91,26.0,25.84,5.0,45.68,59.9
15656,373.98,12.52,26.0,25.84,5.0,45.69,59.9
15657,373.83,13.08,26.0,25.84,5.0,45.68,59.9
15658,373.69,13.76,26.0,25.84,5.0,45.5,59.9
15659,373.59,14.41,26.0,25.84,5.0,45.2,59.9
15660,373.49,15.02,26.0,25.84,5.0,45.04,59.9
15661,373.44,15.63,26.0,25.84,5.0,44.76,59.9
15662,373.41,16.27,26.0,25.84,5.0,43.56,59.9
15663,373.46,16.84,26.0,25.84,5.0,40.75,59.9
15664,373.55,17.42,26.0,25.84,5.0,35.96,59.9
15665,373.95,17.89,26.0,25.84,5.0,31.76,59.9
15666,374.35,18.24,26.0,25.84,5.0,27.31,59.9
15667,374.75,18.52,26.0,25.84,5.0,20.88,59.9
15668,375.15,18.66,26.0,25.84,5.0,17.73,59.9
15669,375.55,18.74,26.0,25.84,5.0,17.47,59.9
15670,375.93,18.87,26.0,25.84,5.0,17.1,59.9
15671,376.13,18.84,26.0,25.84,5.0,15.77,59.9
15672,376.32,18.74,26.0,25.84,5.0,15.04,59.9
15673,376.47,18.58,26.0,25.84,5.0,13.67,59.9
15674,376.63,18.37,26.0,25.84,5.0,13.25,59.9
15675,376.88,18.2,26.0,25.84,5.0,12.78,59.9
15676,377.1,17.77,26.0,25.84,5.0,12.78,59.9
15677,377.1,17.27,26.0,25.84,5.0,13.66,59.9
15678,377.08,17.09,26.0,25.84,5.0,15.6,59.9
15679,376.93,16.67,26.0,25.84,5.0,16.27,59.9
15680,376.77,16.31,26.0,25.84,5.0,21.14,59.9
15681,376.57,16.07,26.0,25.84,5.0,25.41,59.9
15682,376.39,15.96,26.0,25.84,5.0,29.6,59.9
15683,376.29,15.69,26.0,25.84,5.0,30.41,59.9
15684,376.19,15.56,26.0,25.84,5.0,32.4,59.9
15685,376.14,15.52,26.0,25.84,5.0,33.23,59.9
15686,376.09,15.52,26.0,25.84,5.0,33.28,59.9
15687,376.04,15.49,26.0,25.84,5.0,33.28,59.9
15688,375.99,15.33,26.0,25.84,5.0,34.57,59.9
15689,375.94,15.31,26.0,25.84,5.0,38.43,59.9
15690,375.86,15.33,26.0,25.84,5.0,41.29,59.9
15691,375.56,15.34,26.0,25.84,5.0,41.74,59.9
15692,375.27,15.44,26.0,25.84,5.0,41.78,59.9
15693,375.07,15.63,26.0,25.84,5.0,42.1,59.9
15694,374.86,15.88,26.0,25.84,5.0,43.12,59.9
15695,374.56,16.24,26.0,25.84,5.0,44.28,59.9
15696,374.27,16.62,26.0,25.84,5.0,44.43,59.9
15697,374.07,17.02,26.0,25.84,5.0,44.16,59.9
15698,373.89,17.46,26.0,25.84,5.0,43.78,59.9
15699,373.84,17.88,26.0,25.84,5.0,43.23,59.9
15700,373.81,18.37,26.0,25.84,5.0,42.26,59.9
15701,373.86,18.83,26.0,25.84,5.0,40.35,59.9
15702,373.93,19.34,26.0,25.84,5.0,37.96,59.9
15703,374.13,19.66,26.0,25.84,5.0,37.9,59.9
15704,374.31,19.91,26.0,25.84,5.0,38.43,59.9
15705,374.41,20.2,26.0,25.84,5.0,39.06,59.9
15706,374.5,20.43,26.0,25.84,5.0,40.33,59.9
15707,374.5,20.7,26.0,25.84,5.0,41.73,59.9
15708,374.48,20.99,26.0,25.84,5.0,43.12,59.9
15709,374.33,21.3,26.0,25.84,5.0,43.18,59.9
15710,374.18,21.56,26.0,25.84,5.0,43.18,59.9
15711,374.03,21.84,26.0,25.84,5.0,43.5,59.9
15712,373.88,22.11,26.0,25.84,5.0,44.76,59.9
15713,373.73,22.43,26.0,25.84,5.0,45.38,59.9
15714,373.57,22.75,26.0,25.84,5.0,45.68,59.9
15715,373.32,23.18,26.0,25.84,5.0,47.56,59.9
15716,373.05,23.58,26.0,25.84,5.0,48.63,59.9
15717,372.7,24.01,26.0,25.84,5.0,49.38,59.9
15718,372.37,24.56,26.0,25.84,5.0,49.38,59.9
15719,372.12,25.15,26.0,25.84,5.0,49.38,59.9
15720,371.89,25.73,26.0,25.84,5.0,49.85,59.89
15721,371.79,26.28,26.0,25.84,5.0,49.78,59.84
15722,371.68,26.91,26.0,25.84,5.0,49.85,59.8
15723,371.53,27.52,26.0,25.84,5.0,49.85,59.8
15724,371.39,28.16,26.0,25.84,5.0,49.7,59.8
15725,371.29,28.82,26.0,25.84,5.0,49.85,59.8
15726,371.19,29.41,26.0,25.84,5.0,49.85,59.8
15727,371.14,30.02,26.0,25.84,5.0,49.85,59.8
15728,371.1,30.58,26.0,25.84,5.0,49.85,59.8
15729,371.1,31.16,26.0,25.84,5.0,50.0,59.8
15730,371.09,31.78,26.0,25.84,5.0,49.85,59.8
15731,370.99,32.36,26.0,25.84,5.0,49.9,59.8
15732,370.89,32.95,26.0,25.84,5.0,49.7,59.8
15733,370.84,33.52,26.0,25.84,5.0,49.67,59.8
15734,370.79,33.95,26.0,25.84,5.0,49.55,59.8
15735,370.74,34.55,26.0,25.84,5.0,49.55,59.8
15736,370.7,35.08,26.0,25.84,5.0,49.55,59.8
15737,370.7,35.65,26.0,25.84,5.0,49.7,59.8
15738,370.69,36.2,26.0,25.84,5.0,49.55,59.8
15739,370.64,36.72,26.0,25.84,5.0,49.55,59.8
15740,370.6,37.25,26.0,25.84,5.0,49.55,59.8
15741,370.6,37.73,26.0,25.84,5.0,49.38,59.8
15742,370.59,38.26,26.0,25.84,5.0,49.4,59.8
15743,370.54,38.74,26.0,25.84,5.0,49.55,59.8
15744,370.5,39.22,26.0,25.84,5.0,49.52,59.8
15745,370.5,39.67,26.0,25.84,5.0,49.25,59.8
15746,370.5,40.1,26.0,25.84,5.0,49.02,59.8
15747,370.5,40.53,26.0,25.84,5.0,49.05,59.8
15748,370.49,41.08,26.0,25.84,5.0,48.93,59.8
15749,370.44,41.52,26.0,25.84,5.0,48.63,59.8
15750,370.4,42.02,26.0,25.84,5.0,48.63,59.79
15751,370.4,42.41,26.0,25.84,5.0,48.78,59.74
15752,370.41,42.88,26.0,25.84,5.0,47.98,59.7
15753,370.51,43.29,26.0,25.84,5.0,47.98,59.7
15754,370.65,43.64,26.0,25.84,5.0,45.96,59.7
15755,371.05,44.07,26.0,25.84,5.0,45.34,59.7
15756,371.41,44.41,26.0,25.84,5.0,45.2,59.7
15757,371.46,44.57,26.0,25.84,5.0,43.79,59.7
15758,371.57,44.78,26.0,25.84,5.0,43.17,59.7
15759,372.12,45.27,26.0,25.84,5.0,44.42,59.7
15760,372.59,45.75,26.0,25.84,5.0,44.43,59.7
15761,372.49,45.87,26.0,25.84,5.0,43.64,59.7
15762,372.42,46.02,26.0,25.84,5.0,43.78,59.7
15763,372.57,46.15,26.0,25.84,5.0,43.95,59.7
15764,372.7,46.48,26.0,25.84,5.0,43.95,59.7
15765,372.7,46.74,26.0,25.84,5.0,43.95,59.7
15766,372.71,46.92,26.0,25.84,5.0,43.95,59.7
15767,372.81,47.11,26.0,25.84,5.0,43.95,59.7
15768,372.91,47.22,26.0,25.84,5.0,44.1,59.7
15769,372.96,47.43,26.0,25.84,5.0,43.95,59.7
15770,373.01,47.59,26.0,25.84,5.0,43.95,59.7
15771,373.06,47.75,26.0,25.84,5.0,43.83,59.7
15772,373.1,47.86,26.0,25.84,5.0,43.83,59.7
15773,373.1,48.04,26.0,25.84,5.0,43.95,59.7
15774,373.11,48.19,26.0,25.84,5.0,43.83,59.7
15775,373.16,48.29,26.0,25.84,5.0,43.88,59.7
15776,373.19,48.45,26.0,25.84,5.0,44.52,59.7
15777,373.09,48.59,26.0,25.84,5.0,46.51,59.7
15778,372.95,48.8,26.0,25.84,5.0,49.1,59.7
15779,372.6,48.94,26.0,25.84,5.0,50.78,59.7
15780,372.23,49.08,26.0,25.84,5.0,50.78,59.7
15781,371.73,49.27,26.0,25.84,5.0,50.63,59.7
15782,371.25,49.55,26.0,25.84,5.0,50.39,59.7
15783,370.9,49.77,26.0,25.84,5.0,50.23,59.7
15784,370.58,50.02,26.0,25.84,5.0,50.4,59.7
15785,370.43,50.37,26.0,25.84,5.0,50.24,59.7
15786,370.29,50.71,26.0,25.84,5.0,49.79,59.7
15787,370.24,51.03,26.0,25.84,5.0,49.7,59.7
15788,370.21,51.34,26.0,25.84,5.0,49.16,59.7
15789,370.26,51.66,26.0,25.84,5.0,48.56,59.7
15790,370.31,52.01,26.0,25.84,5.0,47.85,59.7
15791,370.41,52.31,26.0,25.84,5.0,47.89,59.7
15792,370.51,52.59,26.0,25.84,5.0,48.13,59.69
15793,370.61,52.82,26.0,25.84,5.0,48.13,59.64
15794,370.7,53.05,26.0,25.84,5.0,48.3,59.6
15795,370.7,53.28,26.0,25.84,5.0,48.3,59.6
15796,370.7,53.47,26.0,25.84,5.0,48.58,59.6
15797,370.7,53.7,26.0,25.84,5.0,48.75,59.6
15798,370.7,54.07,26.0,25.84,5.0,48.99,59.6
15799,370.7,54.27,26.0,25.84,5.0,48.32,59.6
15800,370.72,54.39,26.0,25.84,5.0,47.08,59.6
15801,370.87,54.48,26.0,25.84,5.0,47.2,59.6
15802,371.02,54.88,26.0,25.84,5.0,46.99,59.6
15803,371.17,55.23,26.0,25.84,5.0,44.75,59.6
15804,371.33,55.38,26.0,25.84,5.0,44.54,59.6
15805,371.58,55.5,26.0,25.84,5.0,44.43,59.6
15806,371.82,55.63,26.0,25.84,5.0,44.24,59.6
15807,371.97,55.8,26.0,25.84,5.0,43.5,59.6
15808,372.12,56.02,26.0,25.84,5.0,43.5,59.6
15809,372.27,56.13,26.0,25.84,5.0,42.7,59.6
15810,372.42,56.22,26.0,25.84,5.0,42.85,59.6
15811,372.57,56.08,26.0,25.84,5.0,40.54,59.6
15812,372.73,56.11,26.0,25.84,5.0,40.85,59.6
15813,372.98,56.38,26.0,25.84,5.0,41.0,59.6
15814,373.21,56.41,26.0,25.84,5.0,41.18,59.6
15815,373.31,56.41,26.0,25.84,5.0,42.1,59.6
15816,373.39,56.39,26.0,25.84,5.0,44.56,59.6
15817,373.34,56.37,26.0,25.84,5.0,45.35,59.6
15818,373.29,56.34,26.0,25.84,5.0,45.04,59.6
15819,373.19,56.35,26.0,25.84,5.0,45.03,59.6
15820,373.09,56.35,26.0,25.84,5.0,45.18,59.6
15821,373.04,56.34,26.0,25.84,5.0,45.35,59.6
15822,372.99,56.36,26.0,25.84,5.0,46.24,59.6
15823,372.89,56.42,26.0,25.84,5.0,46.88,59.6
15824,372.79,56.4,26.0,25.84,5.0,46.61,59.6
15825,372.74,56.42,26.0,25.84,5.0,46.75,59.6
15826,372.69,56.47,26.0,25.84,5.0,46.88,59.6
15827,372.59,56.45,26.0,25.84,5.0,47.65,59.6
15828,372.47,56.52,26.0,25.84,5.0,48.45,59.6
15829,372.27,56.59,26.0,25.84,5.0,48.3,59.6
15830,372.08,56.62,26.0,25.84,5.0,48.43,59.6
15831,371.93,56.66,26.0,25.84,5.0,48.63,59.6
15832,371.77,56.69,26.0,25.84,5.0,49.03,59.6
15833,371.57,56.78,26.0,25.84,5.0,48.93,59.6
15834,371.39,56.88,26.0,25.84,5.0,48.93,59.6
15835,371.34,56.95,26.0,25.84,5.0,48.93,59.6
15836,371.28,57.07,26.0,25.84,5.0,48.78,59.6
15837,371.13,57.2,26.0,25.84,5.0,48.75,59.6
15838,370.99,57.29,26.0,25.84,5.0,48.45,59.6
15839,370.94,57.36,26.0,25.84,5.0,48.15,59.6
15840,370.91,57.52,26.0,25.84,5.0,47.87,59.59
15841,370.96,57.62,26.0,25.86,5.0,47.24,59.54
15842,371.02,57.69,26.0,25.88,5.0,46.9,59.5
15843,371.17,57.8,26.0,25.89,5.0,46.62,59.5
15844,371.31,57.91,26.0,25.91,5.0,46.15,59.5
15845,371.41,57.99,26.0,25.93,5.0,45.95,59.5
15846,371.51,58.08,26.0,25.94,5.0,45.5,59.5
15847,371.61,58.16,26.0,25.96,5.0,45.05,59.5
15848,371.73,58.19,26.0,25.98,5.0,44.14,59.5
15849,371.93,58.24,26.0,25.99,5.0,43.8,59.5
15850,372.12,58.26,26.0,26.01,5.0,43.67,59.5
15851,372.27,58.29,26.0,26.01,5.0,43.67,59.5
15852,372.41,58.27,26.0,26.01,5.0,43.65,59.5
15853,372.46,58.3,26.0,26.01,5.0,43.65,59.5
15854,372.51,58.29,26.0,26.01,5.0,43.52,59.5
15855,372.61,58.28,26.0,26.01,5.0,42.87,59.5
15856,372.71,58.27,26.0,26.01,5.0,42.58,59.5
15857,372.76,58.23,26.0,26.01,5.0,41.95,59.5
15858,372.82,58.16,26.0,26.01,5.0,41.34,59.5
15859,372.97,58.12,26.0,26.01,5.0,39.99,59.5
15860,373.11,58.1,26.0,26.01,5.0,39.0,59.5
15861,373.21,58.05,26.0,26.01,5.0,38.83,59.5
15862,373.32,57.93,26.0,26.01,5.0,38.7,59.5
15863,373.47,57.92,26.0,26.01,5.0,38.83,59.5
15864,373.61,57.78,26.0,26.01,5.0,38.98,59.5
15865,373.66,57.73,26.0,26.01,5.0,39.15,59.5
15866,373.71,57.68,26.0,26.01,5.0,39.73,59.5
15867,373.81,57.61,26.0,26.01,5.0,40.51,59.5
15868,373.89,57.57,26.0,26.01,5.0,42.06,59.5
15869,373.79,57.53,26.0,26.01,5.0,42.4,59.5
15870,373.69,57.45,26.0,26.01,5.0,42.1,59.5
15871,373.59,57.41,26.0,26.01,5.0,41.78,59.5
15872,373.51,57.38,26.0,26.01,5.0,41.65,59.5
15873,373.61,57.4,26.0,26.01,5.0,41.34,59.5
15874,373.71,57.35,26.0,26.01,5.0,41.02,59.5
15875,373.76,57.3,26.0,26.01,5.0,40.85,59.5
15876,373.81,57.22,26.0,26.01,5.0,40.68,59.5
15877,373.86,57.13,26.0,26.01,5.0,40.55,59.5
15878,373.89,57.11,26.0,26.01,5.0,40.43,59.5
15879,373.84,57.05,26.0,26.01,5.0,40.55,59.5
15880,373.81,56.86,26.0,26.01,5.0,39.58,59.5
15881,373.91,56.87,26.0,26.01,5.0,40.01,59.5
15882,373.99,56.8,26.0,26.01,5.0,40.13,59.5
15883,373.94,56.94,26.0,26.01,5.0,39.89,59.5
15884,373.9,56.87,26.0,26.01,5.0,39.93,59.5
15885,373.9,56.89,26.0,26.01,5.0,40.08,59.5
15886,373.9,56.85,26.0,26.01,5.0,40.2,59.5
15887,373.9,56.86,26.0,26.01,5.0,40.1,59.5
15888,373.9,56.8,26.0,26.01,5.0,40.08,59.5
15889,373.9,56.77,26.0,26.01,5.0,39.78,59.5
15890,373.91,56.77,26.0,26.01,5.0,39.75,59.5
15891,373.96,56.81,26.0,26.01,5.0,39.75,59.5
15892,373.99,56.89,26.0,26.01,5.0,39.75,59.5
15893,373.94,56.83,26.0,26.01,5.0,39.75,59.5
15894,373.91,56.8,26.0,26.01,5.0,39.75,59.5
15895,373.96,56.7,26.0,26.01,5.0,39.72,59.5
15896,374.0,56.75,26.0,26.01,5.0,39.93,59.5
15897,374.0,56.84,26.0,26.01,5.0,39.95,59.5
15898,374.0,56.84,26.0,26.01,5.0,39.95,59.5
15899,374.0,56.88,26.0,26.01,5.0,39.93,59.5
15900,374.01,56.83,26.0,26.01,5.0,39.78,59.5
15901,374.06,56.75,26.0,26.01,5.0,40.05,59.5
15902,374.09,56.9,26.0,26.01,5.0,40.52,59.5
15903,374.04,56.88,26.0,26.01,5.0,39.95,59.5
15904,374.0,56.85,26.0,26.01,5.0,40.08,59.5
15905,374.0,56.92,26.0,26.01,5.0,40.08,59.5
15906,374.0,57.02,26.0,26.01,5.0,39.93,59.5
15907,374.0,57.06,26.0,26.01,5.0,39.93,59.5
15908,374.0,56.97,26.0,26.01,5.0,40.05,59.5
15909,374.0,57.04,26.0,26.01,5.0,39.6,59.5
15910,374.0,57.0,26.0,26.01,5.0,39.63,59.5
15911,374.0,57.15,26.0,26.01,5.0,39.48,59.5
15912,374.0,57.28,26.0,26.01,5.0,39.57,59.5
15913,374.0,57.35,26.0,26.01,5.0,39.6,59.5
15914,374.0,57.38,26.0,26.01,5.0,39.48,59.5
15915,374.0,57.42,26.0,26.01,5.0,39.48,59.5
15916,374.01,57.5,26.0,26.01,5.0,39.3,59.5
15917,374.06,57.6,26.0,26.01,5.0,39.34,59.5
15918,374.1,57.69,26.0,26.01,5.0,39.3,59.5
15919,374.1,57.74,26.0,26.01,5.0,39.03,59.5
15920,374.11,57.77,26.0,26.01,5.0,38.56,59.5
15921,374.16,57.8,26.0,26.01,5.0,38.11,59.5
15922,374.2,57.88,26.0,26.01,5.0,37.75,59.5
15923,374.2,57.95,26.0,26.01,5.0,37.2,59.5
15924,374.21,57.97,26.0,26.01,5.0,35.93,59.5
15925,374.31,58.07,26.0,26.01,5.0,34.91,59.5
15926,374.41,58.1,26.0,26.01,5.0,33.02,59.5
15927,374.51,58.19,26.0,26.01,5.0,31.77,59.5
15928,374.61,58.27,26.0,26.01,5.0,29.24,59.5
15929,374.71,58.36,26.0,26.01,5.0,27.27,59.5
15930,374.86,58.37,26.0,26.01,5.0,26.58,59.5
15931,375.31,58.41,26.0,26.01,5.0,26.58,59.5
15932,375.69,58.35,26.0,26.01,5.0,26.58,59.5
15933,375.59,58.35,26.0,26.01,5.0,26.31,59.5
15934,375.53,58.34,26.0,26.01,5.0,25.0,59.5
15935,375.73,58.27,26.0,26.01,5.0,24.1,59.5
15936,375.91,58.28,26.0,26.01,5.0,23.95,59.5
15937,375.96,58.27,26.0,26.01,5.0,23.95,59.5
15938,376.0,58.16,26.0,26.01,5.0,24.1,59.5
15939,376.0,58.09,26.0,26.01,5.0,23.98,59.5
15940,376.01,58.09,26.0,26.01,5.0,24.25,59.5
15941,376.06,58.09,26.0,26.01,5.0,23.95,59.5
15942,376.12,58.02,26.0,26.01,5.0,22.9,59.5
15943,376.27,58.01,26.0,26.01,5.0,21.94,59.5
15944,376.46,57.84,26.0,26.01,5.0,16.84,59.5
15945,376.91,57.8,26.0,26.01,5.0,14.35,59.5
15946,377.36,57.7,26.0,26.01,5.0,14.35,59.5
15947,377.81,57.57,26.0,26.01,5.0,14.35,59.5
15948,378.17,57.31,26.0,26.01,5.0,14.6,59.5
15949,377.92,56.98,26.0,26.01,5.0,15.89,59.5
15950,377.62,56.81,26.0,26.01,5.0,19.24,59.5
15951,377.07,56.75,26.0,26.01,5.0,20.9,59.5
15952,376.57,56.63,26.0,26.01,5.0,22.88,59.5
15953,376.37,56.63,26.0,26.01,5.0,24.1,59.5
15954,376.19,56.55,26.0,26.01,5.0,24.73,59.5
15955,376.09,56.44,26.0,26.01,5.0,25.14,59.5
15956,376.0,56.46,26.0,26.01,5.0,25.21,59.5
15957,376.0,56.45,26.0,26.01,5.0,25.03,59.5
15958,376.01,56.4,26.0,26.01,5.0,24.76,59.5
15959,376.11,56.36,26.0,26.01,5.0,24.73,59.5
15960,376.2,56.32,26.0,26.01,5.0,24.73,59.5
15961,376.2,56.31,26.0,26.01,5.0,24.4,59.5
15962,376.21,56.3,26.0,26.01,5.0,23.98,59.5
15963,376.31,56.24,26.0,26.01,5.0,23.65,59.5
15964,376.42,56.2,26.0,26.01,5.0,21.9,59.5
15965,376.57,56.13,26.0,26.01,5.0,18.41,59.5
15966,376.78,56.02,26.0,26.01,5.0,14.52,59.5
15967,377.38,55.94,26.0,26.01,5.0,11.67,59.5
15968,378.05,55.87,26.0,26.01,5.0,7.96,59.5
15969,379.1,55.6,26.0,26.01,5.0,6.01,59.5
15970,380.0,55.18,26.0,26.01,5.0,6.25,59.5
15971,380.0,54.84,26.0,26.01,5.0,7.52,59.5
15972,379.92,54.45,26.0,26.01,5.0,10.65,59.5
15973,379.32,54.07,26.0,26.01,5.0,11.66,59.5
15974,378.79,53.7,26.0,26.01,5.0,12.43,59.5
15975,378.69,53.59,26.0,26.01,5.0,13.1,59.5
15976,378.61,53.27,26.0,26.01,5.0,12.78,59.5
15977,378.66,52.93,26.0,26.01,5.0,12.78,59.5
15978,378.71,52.71,26.0,26.01,5.0,12.81,59.5
15979,378.76,52.46,26.0,26.01,5.0,12.63,59.5
15980,378.79,52.23,26.0,26.01,5.0,12.78,59.5
15981,378.74,51.98,26.0,26.01,5.0,12.63,59.5
15982,378.73,51.66,26.0,26.01,5.0,12.36,59.5
15983,378.93,51.41,26.0,26.01,5.0,11.06,59.5
15984,379.12,51.27,26.0,26.01,5.0,9.56,59.5
15985,379.27,50.86,26.0,26.01,5.0,9.83,59.5
15986,379.37,50.51,26.0,26.01,5.0,10.38,59.5
15987,379.17,50.21,26.0,26.01,5.0,11.4,59.5
15988,379.01,49.89,26.0,26.01,5.0,11.08,59.5
15989,379.11,49.62,26.0,26.01,5.0,10.63,59.5
15990,379.23,49.27,26.0,26.01,5.0,9.44,59.5
15991,379.48,48.94,26.0,26.01,5.0,8.43,59.5
15992,379.75,48.59,26.0,26.01,5.0,7.9,59.51
15993,380.1,48.23,26.0,26.01,5.0,4.35,59.56
15994,380.42,47.87,26.0,26.01,5.0,2.7,59.6
15995,380.57,47.32,26.0,26.01,5.0,2.7,59.6
15996,380.67,46.69,26.0,26.01,5.0,3.52,59.6
15997,380.42,46.25,26.0,26.01,5.0,6.21,59.6
15998,380.16,45.74,26.0,26.01,5.0,7.83,59.6
15999,379.86,45.39,26.0,26.01,5.0,7.83,59.6
16000,379.6,44.97,26.0,26.01,5.0,7.83,59.6
16001,379.6,44.58,26.0,26.01,5.0,8.15,59.6
16002,379.6,44.22,26.0,26.01,5.0,8.15,59.6
16003,379.6,43.74,26.0,26.01,5.0,8.15,59.6
16004,379.6,43.34,26.0,26.01,5.0,8.15,59.6
16005,379.6,42.94,26.0,26.01,5.0,7.98,59.6
16006,379.6,42.57,26.0,26.01,5.0,7.65,59.6
16007,379.6,42.17,26.0,26.01,5.0,7.38,59.6
16008,379.67,41.78,26.0,26.01,5.0,5.41,59.6
16009,380.17,41.3,26.0,26.01,5.0,0.08,59.6
